Input.qasrl_id,Input.adj_index_start,Input.sentence,Input.target,Input.adj_index_end,object_q,comparison_q,domain_q,degree_q,Answer.answer1,Answer.answer2,Answer.answer3,Answer.answer4,Answer.answer1_c,Answer.answer2_c,Answer.answer3_c,Answer.answer4_c,Answer.answer1_a,Answer.answer2_a,Answer.answer3_a,Answer.answer4_a,Answer.answer1_j,Answer.answer2_j,Answer.answer3_j,Answer.answer4_j,args_list,args_indexes,args_strings,tp,captured_args,missed_args,tp_plus_fp,tp_plus_fn,all_args
google/ewt/newsgroup/00/groups.google.com_Meditation20051_1027f5a3651d547c_ENG_20050316_085700.xml10,3,Kaoshikii is especially good for women .,good,3,What is good for someone?,,Who is something good for ?,To what degree is something good ?,Kaoshikii,,women,especially,Kaoshikii,,women,especially,Kaoshikii,,women,especially good,Kaoshikii,,women,especially,['(ARG1*)' '*' '(ARGM-EXT*)' '(V*)' '(ARG2*' '*)' '*'],"{'ARG1': [[0, 0]], 'ARGM-EXT': [[2, 2]], 'ARG2': [[4, 5]]}","{'ARG1': 'Kaoshikii', 'ARGM-EXT': 'especially', 'ARG2': 'for women'}",3,"[('ARG1', 1), ('ARGM-EXT', 4), ('ARG2', 3)]",[],3,3,"['ARG1', 'ARGM-EXT', 'ARG2']"
google/ewt/newsgroup/00/groups.google.com_JokeEruption_df151b356f94881c_ENG_20050819_155700.xml55,16,"By the time a man is wise enough to watch his step , he 's too old to go anywhere .",old,16,Who is old ?,,,To what degree is someone old ?,he +  a man,,,too old to go anywhere,he +  a man,,,too old to go anywhere,a man,,,too old,he +  a man,,go anywhere,,"['(ARGM-TMP*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*)' '*' '(ARG1*)'
 '*' '(ARGM-CXN*)' '(V*)' '(C-ARGM-CXN*' '*' '*)' '*']","{'ARGM-TMP': [[0, 11]], 'ARG1': [[13, 13]], 'ARGM-CXN': [[15, 15], [17, 19]]}","{'ARGM-TMP': 'By the time a man is wise enough to watch his step', 'ARG1': 'he', 'ARGM-CXN': 'too to go anywhere'}",2,"[('ARG1', 1), ('ARGM-CXN', 4)]",[],3,2,"['ARGM-TMP', 'ARG1', 'ARGM-CXN']"
google/ewt/newsgroup/00/groups.google.com_KatrinaAlliance_5aa2d7f53b76354f_ENG_20051125_134100.xml4,23,"Therefore , public housing residents have been unable to secure the units for which they qualified prior to the storm and are left homeless , as a result .",homeless,23,Who are homeless ?,,,,public housing residents +  they,,,,public housing residents +  they,,,,public housing residents,,,,public housing residents,,,,"['*' '*' '(ARG1*' '*' '*)' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '(V*)' '*' '*' '*' '*' '*']","{'ARG1': [[2, 4]]}",{'ARG1': 'public housing residents'},1,"[('ARG1', 1)]",[],2,1,['ARG1']
google/ewt/newsgroup/00/groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800.xml15,18,"Should the United States undertake military action against Iran , the ramifications in Iraq would be immediate and extreme .",extreme,18,What would be extreme ?,,,,the ramifications in Iraq,,,,the ramifications in Iraq,,,,the ramifications in Iraq,,,,the ramifications in Iraq,,,immediate and extreme,"['(ARGM-ADV*' '*' '*' '*' '*' '*' '*' '*' '*)' '*' '(ARG1*' '*' '*' '*)'
 '(ARGM-MOD*)' '*' '*' '*' '(V*)' '*']","{'ARGM-ADV': [[0, 8]], 'ARG1': [[10, 13]], 'ARGM-MOD': [[14, 14]]}","{'ARGM-ADV': 'Should the United States undertake military action against Iran', 'ARG1': 'the ramifications in Iraq', 'ARGM-MOD': 'would'}",1,"[('ARG1', 1)]",[],1,1,"['ARGM-ADV', 'ARG1', 'ARGM-MOD']"
google/ewt/newsgroup/00/groups.google.com_hiddennook_e21e429b3ad58235_ENG_20050830_214700.xml5,7,"Although these new rockets are probably more expensive , they will be able to go at a much greater range than it's shuttle cousins , as they can not only break free from the atmosphere but reach the moon as well .",expensive,7,What might be expensive ?,Compared to what might something be expensive ?,,To what degree might something be expensive ?,these new rockets +  they,it's shuttle cousins,,more expensive,these new rockets +  they,it's shuttle cousins,,more expensive,new rockets,it's shuttle cousins,,more expensive,these new rockets,it's shuttle cousins,,probably more expensive,"['*' '(ARG1*' '*' '*)' '*' '(ARGM-ADV*)' '(ARGM-EXT*)' '(V*)' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG1': [[1, 3]], 'ARGM-ADV': [[5, 5]], 'ARGM-EXT': [[6, 6]]}","{'ARG1': 'these new rockets', 'ARGM-ADV': 'probably', 'ARGM-EXT': 'more'}",2,"[('ARG1', 1), ('ARGM-EXT', 4)]",[],4,2,"['ARG1', 'ARGM-ADV', 'ARGM-EXT']"
google/ewt/newsgroup/00/groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500.xml27,13,"The American laws forbidding interracial marriage , now struck down , were clearly discriminatory .",discriminatory,13,What were discriminatory ?,,,To what degree was something discriminatory ?,The American laws forbidding interracial marriage,,,clearly,The American laws forbidding interracial marriage,,,clearly,The American laws forbidding interracial marriage,,,clearly,,,,clearly,"['(ARG0*' '*' '*' '*' '*' '*' '*' '*' '*' '*)' '*' '*' '(ARGM-ADV*)'
 '(V*)' '*']","{'ARG0': [[0, 9]], 'ARGM-ADV': [[12, 12]]}","{'ARG0': 'The American laws forbidding interracial marriage , now struck down', 'ARGM-ADV': 'clearly'}",1,"[('ARG0', 1)]",[],2,1,"['ARG0', 'ARGM-ADV']"
google/ewt/newsgroup/00/groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800.xml9,5,"This ' all options are open ' line has been President George W Bush 's publicly stated policy throughout the past 18 months . """,open,5,What are open ?,,,,all options,,,,all options,,,,all options,,,,all options,,,,"['*' '*' '(ARG1*' '*)' '*' '(V*)' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG1': [[2, 3]]}",{'ARG1': 'all options'},1,"[('ARG1', 1)]",[],1,1,['ARG1']
google/ewt/newsgroup/00/groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100.xml24,10,"This is not a rip - off , it is decent ; it 's legal ; and it is virtually no risk - it really works !!",decent,10,What is decent ?,,,,This +  it,,,,This +  it,,,,it,,,,This +  it,,,,"['*' '*' '*' '*' '*' '*' '*' '*' '(ARG1*)' '*' '(V*)' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG1': [[8, 8]]}",{'ARG1': 'it'},1,"[('ARG1', 1)]",[],2,1,['ARG1']
google/ewt/newsgroup/00/groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700.xml13,13,"With each breath , feel the muscles in your body becoming lighter and lighter , and also your external motor and sensory organs are feeling like they are withdrawing from the world into a special inner quietness .",lighter,13,What are lighter ?,,,,the muscles in your body,,,,the muscles in your body,,,lighter and lighter,the muscles in your body,,,lighter and lighter,the muscles in your body,,,becoming lighter and lighter,"['*' '*' '*' '*' '*' '(ARG1*' '*' '*' '*' '*)' '*' '*' '*' '(V*)' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*']","{'ARG1': [[5, 9]]}",{'ARG1': 'the muscles in your body'},1,"[('ARG1', 1)]",[],1,1,['ARG1']
google/ewt/newsgroup/00/groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000.xml52,5,"If you 're not presently married , and want to be , you just might wed by the end of the year .",married,5,What might not be married ?,,,To what degree might someone not be married ?,you,,,presently,you,,,presently,you,,,presently,you,,,presently,"['*' '(ARG1*)' '*' '(ARGM-NEG*)' '(ARGM-TMP*)' '(V*)' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG1': [[1, 1]], 'ARGM-NEG': [[3, 3]], 'ARGM-TMP': [[4, 4]]}","{'ARG1': 'you', 'ARGM-NEG': 'not', 'ARGM-TMP': 'presently'}",1,"[('ARG1', 1)]",[],2,1,"['ARG1', 'ARGM-NEG', 'ARGM-TMP']"
google/ewt/newsgroup/00/groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800.xml26,14,"Throughout the United States , she said , "" spring is about two weeks earlier .",earlier,14,What is earlier ?,,,To what degree is something earlier ?,spring,,,about two weeks,spring,,,about two weeks throughout the United States,spring,,,two weeks,spring,,,about two weeks,"['(ARGM-LOC*' '*' '*' '*)' '*' '*' '*' '*' '*' '(ARG1*)' '*' '(ARGM-EXT*'
 '*' '*)' '(V*)' '*']","{'ARGM-LOC': [[0, 3]], 'ARG1': [[9, 9]], 'ARGM-EXT': [[11, 13]]}","{'ARGM-LOC': 'Throughout the United States', 'ARG1': 'spring', 'ARGM-EXT': 'about two weeks'}",2,"[('ARG1', 1), ('ARGM-EXT', 4)]",['ARGM-LOC'],2,3,"['ARGM-LOC', 'ARG1', 'ARGM-EXT']"
google/ewt/newsgroup/00/groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000.xml80,23,"At times , the pressure on your job and home life may seem unbearable , but rest assured you will come through this stronger - and wiser - than ever , as more is revealed and resolved in 2005 .",stronger,23,Who will be stronger ?,,,To what degree will someone be stronger ?,you,,,stronger  than ever,you,,,stronger  than ever,you,,,stronger  than ever,you,,,stronger  than ever,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '(ARG1*)' '*' '*' '*' '*' '(V*)' '*' '*' '*' '*' '(ARGM-CXN*' '*)' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG1': [[18, 18]], 'ARGM-CXN': [[28, 29]]}","{'ARG1': 'you', 'ARGM-CXN': 'than ever'}",2,"[('ARG1', 1), ('ARGM-CXN', 4)]",[],2,2,"['ARG1', 'ARGM-CXN']"
google/ewt/newsgroup/00/groups.google.com_hiddennook_5380fdd00f8e5e56_ENG_20050926_194800.xml12,4,""" We 're not happy with Hamas 's position at this stage and in light of the Israeli escalation against the Palestinians , "" commented Khader Habib , a senior Islamic Jihad official .",happy,4,Who is not happy with something?,,What is someone not happy with ?,,Khader Habib +  We +  a senior Islamic Jihad official,,Hamas 's position at this stage,,Khader Habib +  We +  a senior Islamic Jihad official,,Hamas 's position at this stage and in light of the Israeli escalation against the Palestinians,,Khader Habib +  We,,Hamas 's position at this stage,,We,,Hamas 's position at this stage and in light of the Israeli escalation against the Palestinians,,"['*' '(ARG1*)' '*' '(ARGM-NEG*)' '(V*)' '(ARG0*' '*' '*' '*)' '(ARGM-ADV*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*)' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*']","{'ARG1': [[1, 1]], 'ARGM-NEG': [[3, 3]], 'ARG0': [[5, 8]], 'ARGM-ADV': [[9, 21]]}","{'ARG1': 'We', 'ARGM-NEG': 'not', 'ARG0': ""with Hamas 's position"", 'ARGM-ADV': 'at this stage and in light of the Israeli escalation against the Palestinians'}",2,"[('ARG1', 1), ('ARG0', 3)]",[],4,2,"['ARG1', 'ARGM-NEG', 'ARG0', 'ARGM-ADV']"
google/ewt/newsgroup/00/groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000.xml43,10,"On the bright side , your finances will be pretty stable .",stable,10,What will be stable ?,,,To what degree will something be stable ?,your finances,,,pretty,your finances,,,pretty,your finances,,,pretty stable,your finances,,,pretty stable,"['(ARGM-ADV*' '*' '*' '*)' '*' '(ARG1*' '*)' '(ARGM-MOD*)' '*'
 '(ARGM-EXT*)' '(V*)' '*']","{'ARGM-ADV': [[0, 3]], 'ARG1': [[5, 6]], 'ARGM-MOD': [[7, 7]], 'ARGM-EXT': [[9, 9]]}","{'ARGM-ADV': 'On the bright side', 'ARG1': 'your finances', 'ARGM-MOD': 'will', 'ARGM-EXT': 'pretty'}",2,"[('ARG1', 1), ('ARGM-EXT', 4)]",[],2,2,"['ARGM-ADV', 'ARG1', 'ARGM-MOD', 'ARGM-EXT']"
google/ewt/newsgroup/00/groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900.xml31,10,"Thank you for your concern , but Europe is still irrelevant . """,irrelevant,10,What is irrelevant ?,,,,Europe,,,,Europe,,,still,Europe,,,still,Europe,,,is still irrelevant,['*' '*' '*' '*' '*' '*' '*' '(ARG1*)' '*' '(ARGM-TMP*)' '(V*)' '*' '*'],"{'ARG1': [[7, 7]], 'ARGM-TMP': [[9, 9]]}","{'ARG1': 'Europe', 'ARGM-TMP': 'still'}",1,"[('ARG1', 1)]",[],1,1,"['ARG1', 'ARGM-TMP']"
google/ewt/newsgroup/00/groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100.xml53,12,Change anything you need to but try to keep this article as close to original as possible .,close,12,What should be close ?,Compared to what should something be close ?,,To what degree should something be close ?,this article,original,,as close to original as possible,this article,,original,as possible,this article,,,as possible,this article,,,as close to original as possible,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARG1*' '*)' '(ARGM-CXN*)' '(V*)'
 '(ARG2*' '*)' '(C-ARGM-CXN*' '*)' '*']","{'ARG1': [[9, 10]], 'ARGM-CXN': [[11, 11], [15, 16]], 'ARG2': [[13, 14]]}","{'ARG1': 'this article', 'ARGM-CXN': 'as as possible', 'ARG2': 'to original'}",3,"[('ARG1', 1), ('ARGM-CXN', 4), ('ARG2', 2)]",[],3,3,"['ARG1', 'ARGM-CXN', 'ARG2']"
google/ewt/newsgroup/00/groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100.xml32,4,Many large corporations are happy to pay big bucks for quality lists .,happy,4,Who are happy to do something?,,What is someone happy to do ?,,Many large corporations,,pay big bucks for quality lists,,Many large corporations,,pay big bucks for quality lists,,Many large corporations,,pay big bucks for quality lists,,Many large corporations,,pay big bucks for quality lists,,['(ARG1*' '*' '*)' '*' '(V*)' '(ARG0*' '*' '*' '*' '*' '*' '*)' '*'],"{'ARG1': [[0, 2]], 'ARG0': [[5, 11]]}","{'ARG1': 'Many large corporations', 'ARG0': 'to pay big bucks for quality lists'}",2,"[('ARG1', 1), ('ARG0', 3)]",[],2,2,"['ARG1', 'ARG0']"
google/ewt/newsgroup/00/groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900.xml1,1,"Feel free to cut and paste and leave your comments , as these viewpoints cover the entire gamut surrounding the event .",free,1,Who is free to do something?,,What is someone free to do ?,,you,,cut and paste and leave your comments,,you,,cut and paste and leave your comments,,,,cut and paste and leave your comments,,,,cut and paste and leave your comments,,"['*' '(V*)' '(ARG3*' '*' '*' '*' '*' '*' '*' '*)' '*' '(ARGM-CAU*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*)' '*']","{'ARG3': [[2, 9]], 'ARGM-CAU': [[11, 20]]}","{'ARG3': 'to cut and paste and leave your comments', 'ARGM-CAU': 'as these viewpoints cover the entire gamut surrounding the event'}",1,"[('ARG3', 3)]",[],2,1,"['ARG3', 'ARGM-CAU']"
google/ewt/newsgroup/00/groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900.xml93,12,In the meanwhile there are still broken families that should have been safe in the home of the brave .,safe,12,Who should be safe in something?,,What should someone be safe in ?,,broken families,,the home of the brave,,broken families,,the home of the brave,,broken families,,the home of the brave,,broken families,,,,"['*' '*' '*' '*' '*' '*' '(ARG1*' '*)' '(R-ARG1*)' '(ARGM-MOD*)' '*' '*'
 '(V*)' '(ARGM-LOC*' '*' '*' '*' '*' '*)' '*']","{'ARG1': [[6, 7]], 'R-ARG1': [[8, 8]], 'ARGM-MOD': [[9, 9]], 'ARGM-LOC': [[13, 18]]}","{'ARG1': 'broken families', 'R-ARG1': 'that', 'ARGM-MOD': 'should', 'ARGM-LOC': 'in the home of the brave'}",2,"[('ARG1', 1), ('ARGM-LOC', 3)]",[],2,2,"['ARG1', 'R-ARG1', 'ARGM-MOD', 'ARGM-LOC']"
google/ewt/newsgroup/00/groups.google.com_hiddennook_e21e429b3ad58235_ENG_20050830_214700.xml5,31,"Although these new rockets are probably more expensive , they will be able to go at a much greater range than it's shuttle cousins , as they can not only break free from the atmosphere but reach the moon as well .",free,31,What might be free from something?,,What might something be free from ?,,these new rockets +  they,,the atmosphere,,these new rockets +  they,,the atmosphere,,they,,the atmosphere,,these new rockets +  they,,the atmosphere,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '(ARG1*)' '*' '*' '*' '*' '(V*)' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG1': [[26, 26]]}",{'ARG1': 'they'},1,"[('ARG1', 1)]",[],3,1,['ARG1']
google/ewt/newsgroup/00/groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000.xml61,18,"Whether you start the year as a single person looking for a partner , or you 've been married for many years , happiness in love does lie ahead .",married,18,Who might be married ?,,What is someone married  ?,,you,,for many years,,you,,,for many years,you,,,for many years,you,,,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARG1*)' '*'
 '*' '(V*)' '(ARGM-TMP*' '*' '*)' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG1': [[15, 15]], 'ARGM-TMP': [[19, 21]]}","{'ARG1': 'you', 'ARGM-TMP': 'for many years'}",1,"[('ARG1', 1)]",[],2,1,"['ARG1', 'ARGM-TMP']"
google/ewt/newsgroup/00/groups.google.com_JokeEruption_df151b356f94881c_ENG_20050819_155700.xml18,10,"If you get a good wife , you 'll become happy ; if you get a bad one , you 'll become a philosopher .",happy,10,Who will be happy ?,,What will someone be happy about ?,,you,,getting a good wife,,you,,getting a good wife,you 'll become happy,you,,,,you,,getting a good wife,you 'll become happy,"['(ARGM-ADV*' '*' '*' '*' '*' '*)' '*' '(ARG1*)' '(ARGM-MOD*)' '*' '(V*)'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARGM-ADV': [[0, 5]], 'ARG1': [[7, 7]], 'ARGM-MOD': [[8, 8]]}","{'ARGM-ADV': 'If you get a good wife', 'ARG1': 'you', 'ARGM-MOD': ""'ll""}",1,"[('ARG1', 1)]",[],2,1,"['ARGM-ADV', 'ARG1', 'ARGM-MOD']"
google/ewt/newsgroup/00/groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900.xml78,19,The hope was that anyone looking for the Aunt would see the family post and know that help was available .,available,19,What was available to do something?,,,,help,,,,help,,look for the Aunt,,help,,,,help,,look for the Aunt,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '(ARG2*)' '*' '(V*)' '*']","{'ARG2': [[17, 17]]}",{'ARG2': 'help'},1,"[('ARG2', 1)]",[],1,1,['ARG2']
google/ewt/newsgroup/00/groups.google.com_alt.animals.cat_04d718686843b577_ENG_20040713_101600.xml2,8,"I have a friend that has to get rid of one of her cats because of allergies , he is the youngest at 3 years old black , long hair , incredibly friendly .",rid,8,,,,,,,,,,,,,,,,,,,,,"['*' '*' '(ARG0*' '*)' '(R-ARG0*)' '*' '*' '(ARGM-LVB*)' '(V*)' '(ARG1*'
 '*' '*' '*' '*)' '(ARGM-CAU*' '*' '*)' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG0': [[2, 3]], 'R-ARG0': [[4, 4]], 'ARGM-LVB': [[7, 7]], 'ARG1': [[9, 13]], 'ARGM-CAU': [[14, 16]]}","{'ARG0': 'a friend', 'R-ARG0': 'that', 'ARGM-LVB': 'get', 'ARG1': 'of one of her cats', 'ARGM-CAU': 'because of allergies'}",0,[],"['ARG0', 'ARG1']",0,2,"['ARG0', 'R-ARG0', 'ARGM-LVB', 'ARG1', 'ARGM-CAU']"
google/ewt/newsgroup/00/groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200.xml89,61,"Looking out of the window , Decoud was met by a darkness so impenetrable that he could see neither the mountains nor the town , nor yet the buildings near the harbour ; and there was not a sound , as if the tremendous obscurity of the Placid Gulf , spreading from the waters over the land , had made it dumb as well as blind . . . .",dumb,61,What was dumb ?,,,,the Placid Gulf + it,,,,the Placid Gulf + it,,,,the Placid Gulf,,,,neither,,,dumb as well as blind,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '(ARG1*)' '(V*)' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG1': [[60, 60]]}",{'ARG1': 'it'},1,"[('ARG1', 1)]",[],2,1,['ARG1']
google/ewt/newsgroup/00/groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700.xml13,11,"With each breath , feel the muscles in your body becoming lighter and lighter , and also your external motor and sensory organs are feeling like they are withdrawing from the world into a special inner quietness .",lighter,11,What are lighter ?,,,,the muscles in your body,,,,the muscles in your body,,,becoming lighter and lighter,the muscles in your body,,,,the muscles in your body,,,becoming lighter and lighter,"['*' '*' '*' '*' '*' '(ARG1*' '*' '*' '*' '*)' '*' '(V*)' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*']","{'ARG1': [[5, 9]]}",{'ARG1': 'the muscles in your body'},1,"[('ARG1', 1)]",[],1,1,['ARG1']
google/ewt/newsgroup/00/groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000.xml221,14,"30 - Percentage of Americans who believe that "" politics and government are too complicated to understand . """,complicated,14,What are complicated ?,,,To what degree is something complicated ?,politics and government,,,too complicated to understand,politics and government,,,too complicated to understand,politics and government,,to understand,too complicated,politics and government,,,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARG1*' '*' '*)' '*' '(ARGM-CXN*)'
 '(V*)' '(C-ARGM-CXN*' '*)' '*' '*']","{'ARG1': [[9, 11]], 'ARGM-CXN': [[13, 13], [15, 16]]}","{'ARG1': 'politics and government', 'ARGM-CXN': 'too to understand'}",2,"[('ARG1', 1), ('ARGM-CXN', 4)]",[],2,2,"['ARG1', 'ARGM-CXN']"
google/ewt/newsgroup/00/groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700.xml62,16,Do n't worry if you have trouble concentrating on the mantra and ideation - that 's normal .,normal,16,What is normal ?,,,,if you have trouble concentrating on the mantra and ideation + that,,,,if you have trouble concentrating on the mantra and ideation + that,,,,trouble concentrating on the mantra and ideation,,,,having trouble concentrating on the mantra and ideation,,,,"['*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '(ARG1*)' '*'
 '(V*)' '*']","{'ARG1': [[14, 14]]}",{'ARG1': 'that'},1,"[('ARG1', 1)]",[],2,1,['ARG1']
google/ewt/newsgroup/00/groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700.xml27,11,Please do be informed that this business transaction is 100 % legal .,legal,11,What is legal ?,,,To what degree is something legal ?,this business transaction,,,100 %,this business transaction,,,100 %,this business transaction,,,100 %,this business transaction,,,100 %,['*' '*' '*' '*' '*' '(ARG1*' '*' '*)' '*' '(ARGM-EXT*' '*)' '(V*)' '*'],"{'ARG1': [[5, 7]], 'ARGM-EXT': [[9, 10]]}","{'ARG1': 'this business transaction', 'ARGM-EXT': '100 %'}",2,"[('ARG1', 1), ('ARGM-EXT', 4)]",[],2,2,"['ARG1', 'ARGM-EXT']"
google/ewt/newsgroup/00/groups.google.com_chantonline_3e01677617c74720_ENG_20060112_102000.xml6,3,It would be great if the person from CHANT who started this page would put up a short description of the campaign and a list to this group page on the Action Network site .,great,3,What would be great ?,,,,It + if the person from CHANT who started this page would put up a short description of the campaign and a list to this group page on the Action Network site,,,,It + if the person from CHANT who started this page would put up a short description of the campaign and a list to this group page on the Action Network site,,,,if the person from CHANT who started this page would put up a short description of the campaign,,,,if the person from CHANT who started this page would put up a short description of the campaign and a list to this group page,,,,"['*' '(ARGM-MOD*)' '*' '(V*)' '(ARG1*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*'
 '*' '*)' '*']","{'ARGM-MOD': [[1, 1]], 'ARG1': [[4, 33]]}","{'ARGM-MOD': 'would', 'ARG1': 'if the person from CHANT who started this page would put up a short description of the campaign and a list to this group page on the Action Network site'}",1,"[('ARG1', 1)]",[],2,1,"['ARGM-MOD', 'ARG1']"
google/ewt/newsgroup/00/groups.google.com_alt.animals.cat_0382388c4d68ddf5_ENG_20031019_125000.xml7,3,"If you are new to "" The Cat Album "" I can tell you that you 'll find more than 1100 pictures of cute cats at this site .",new,3,Who might be new ?,,What might something not be new to ?,,you,,The Cat Album + this site,,you,,The Cat Album + this site,,you,,The Cat Album,,you,,""" The Cat Album """,,"['*' '(ARG2*)' '*' '(V*)' '(ARG1*' '*' '*' '*' '*' '*)' '*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARG2': [[1, 1]], 'ARG1': [[4, 9]]}","{'ARG2': 'you', 'ARG1': 'to "" The Cat Album ""'}",2,"[('ARG2', 1), ('ARG1', 3)]",[],3,2,"['ARG2', 'ARG1']"
google/ewt/newsgroup/00/groups.google.com_KatrinaAlliance_5aa2d7f53b76354f_ENG_20051125_134100.xml4,7,"Therefore , public housing residents have been unable to secure the units for which they qualified prior to the storm and are left homeless , as a result .",unable,7,Who are unable to do something?,,What is someone unable to do ?,,public housing residents +  they,,secure the units for which they qualified prior to the storm,,public housing residents +  they,,secure the units for which they qualified prior to the storm,,public housing residents,,secure the units for which they qualified,,public housing residents,,secure the units for which they qualified prior to the storm,,"['(ARGM-DIS*)' '*' '(ARG1*' '*' '*)' '*' '*' '(V*)' '(ARG2*' '*' '*' '*'
 '*' '*' '*' '*' '*' '*' '*' '*)' '*' '*' '*' '*' '*' '*' '*' '*' '*']","{'ARGM-DIS': [[0, 0]], 'ARG1': [[2, 4]], 'ARG2': [[8, 19]]}","{'ARGM-DIS': 'Therefore', 'ARG1': 'public housing residents', 'ARG2': 'to secure the units for which they qualified prior to the storm'}",2,"[('ARG1', 1), ('ARG2', 3)]",[],3,2,"['ARGM-DIS', 'ARG1', 'ARG2']"
